pollsterName,sponsor,fteGrade,methodology,startDate,endDate,population,partisan,dem,rep,cycle,endMonth
Morning Consult,,B,Online,04/20/2022,04/22/2022,RV,,43.0,42.0,2022,4
YouGov,Yahoo News,B+,Online,04/19/2022,04/22/2022,A,,37.0,34.0,2022,4
YouGov,Yahoo News,B+,Online,04/19/2022,04/22/2022,RV,,44.0,40.0,2022,4
Harris Poll,Harvard CAPS,B+,Online,04/20/2022,04/21/2022,RV,,50.0,50.0,2022,4
Morning Consult,,B,Online,04/19/2022,04/21/2022,RV,,42.0,42.0,2022,4
Trafalgar Group,,A-,IVR/Online/Text/Live Phone,04/18/2022,04/20/2022,LV,REP,39.4,48.1,2022,4
Echelon Insights,,B/C,Online,04/18/2022,04/20/2022,LV,,45.0,47.0,2022,4
Echelon Insights,,B/C,Online,04/18/2022,04/20/2022,RV,,46.0,46.0,2022,4
Morning Consult,,B,Online,04/18/2022,04/20/2022,RV,,42.0,43.0,2022,4
Morning Consult,,B,Online,04/17/2022,04/19/2022,RV,,42.0,42.0,2022,4
YouGov,Economist,B+,Online,04/16/2022,04/19/2022,RV,,42.7,38.2,2022,4
NewsNation,,Unrated,Online,04/17/2022,04/18/2022,RV,,39.7,40.7,2022,4
Morning Consult,,B,Online,04/16/2022,04/18/2022,RV,,42.0,42.0,2022,4
Cygnal,,B+,Online,04/15/2022,04/18/2022,LV,,45.0,47.4,2022,4
Public Opinion Strategies,Americans for Prosperity,A-,Online,04/12/2022,04/18/2022,RV,REP,49.0,51.0,2022,4
Morning Consult,Politico,B,Online,04/15/2022,04/17/2022,RV,,43.0,42.0,2022,4
Morning Consult,,B,Online,04/15/2022,04/17/2022,RV,,42.0,42.0,2022,4
Morning Consult,,B,Online,04/14/2022,04/16/2022,RV,,42.0,43.0,2022,4
Morning Consult,,B,Online,04/13/2022,04/15/2022,RV,,42.0,43.0,2022,4
Morning Consult,,B,Online,04/12/2022,04/14/2022,RV,,43.0,42.0,2022,4
Rasmussen Reports/Pulse Opinion Research,Miranda Devine's LAPTOP FROM HELL,B,IVR/Online,04/10/2022,04/14/2022,LV,,39.0,47.0,2022,4
Morning Consult,,B,Online,04/11/2022,04/13/2022,RV,,43.0,42.0,2022,4
Morning Consult,,B,Online,04/10/2022,04/12/2022,RV,,43.0,42.0,2022,4
YouGov,Economist,B+,Online,04/09/2022,04/12/2022,RV,,41.6,39.2,2022,4
Morning Consult,,B,Online,04/09/2022,04/11/2022,RV,,43.0,42.0,2022,4
Morning Consult,Politico,B,Online,04/08/2022,04/11/2022,RV,,40.0,43.0,2022,4
Morning Consult,,B,Online,04/08/2022,04/10/2022,RV,,43.0,42.0,2022,4
Morning Consult,,B,Online,04/07/2022,04/09/2022,RV,,43.0,42.0,2022,4
Big Village,,B,Online,04/06/2022,04/08/2022,A,,40.7,35.9,2022,4
Big Village,,B,Online,04/06/2022,04/08/2022,RV,,44.0,43.1,2022,4
Morning Consult,,B,Online,04/06/2022,04/08/2022,RV,,42.0,42.0,2022,4
Morning Consult,,B,Online,04/05/2022,04/07/2022,RV,,42.0,43.0,2022,4
Morning Consult,,B,Online,04/04/2022,04/06/2022,RV,,43.0,43.0,2022,4
Morning Consult,,B,Online,04/03/2022,04/05/2022,RV,,43.0,43.0,2022,4
YouGov,Economist,B+,Online,04/02/2022,04/05/2022,RV,,41.9,37.7,2022,4
Morning Consult,,B,Online,04/02/2022,04/04/2022,RV,,44.0,43.0,2022,4
Morning Consult,Politico,B,Online,04/01/2022,04/04/2022,RV,,43.0,43.0,2022,4
YouGov,Yahoo News,B+,Online,03/31/2022,04/04/2022,A,,36.0,34.0,2022,4
YouGov,Yahoo News,B+,Online,03/31/2022,04/04/2022,RV,,44.0,41.0,2022,4
Quinnipiac University,,A-,Live Phone,03/31/2022,04/04/2022,A,,43.0,44.0,2022,4
Quinnipiac University,,A-,Live Phone,03/31/2022,04/04/2022,RV,,43.0,47.0,2022,4
Morning Consult,,B,Online,04/01/2022,04/03/2022,RV,,44.0,43.0,2022,4
Morning Consult,,B,Online,03/31/2022,04/02/2022,RV,,43.0,42.0,2022,4
Morning Consult,,B,Online,03/30/2022,04/01/2022,RV,,42.0,42.0,2022,4
OnMessage,Senate Opportunity Fund,B/C,Online,03/29/2022,03/31/2022,LV,REP,43.0,46.0,2022,3
Morning Consult,,B,Online,03/29/2022,03/31/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,03/28/2022,03/30/2022,RV,,42.0,43.0,2022,3
Morning Consult,,B,Online,03/27/2022,03/29/2022,RV,,43.0,43.0,2022,3
YouGov,Economist,B+,Online,03/26/2022,03/29/2022,RV,,40.7,38.6,2022,3
Morning Consult,,B,Online,03/26/2022,03/28/2022,RV,,43.0,43.0,2022,3
Morning Consult,Politico,B,Online,03/25/2022,03/27/2022,RV,,42.0,41.0,2022,3
Big Village,,B,Online,03/25/2022,03/27/2022,A,,37.8,38.4,2022,3
Big Village,,B,Online,03/25/2022,03/27/2022,RV,,45.0,42.3,2022,3
Morning Consult,,B,Online,03/25/2022,03/27/2022,RV,,44.0,42.0,2022,3
Morning Consult,,B,Online,03/24/2022,03/26/2022,RV,,43.0,43.0,2022,3
co/efficient,,B/C,Text,03/25/2022,03/25/2022,LV,,34.0,40.0,2022,3
Morning Consult,,B,Online,03/23/2022,03/25/2022,RV,,43.0,43.0,2022,3
Harris Poll,Harvard CAPS,B+,Online,03/23/2022,03/24/2022,RV,,47.0,53.0,2022,3
Morning Consult,,B,Online,03/22/2022,03/24/2022,RV,,43.0,43.0,2022,3
Morning Consult,,B,Online,03/21/2022,03/23/2022,RV,,43.0,42.0,2022,3
NewsNation,,Unrated,Online,03/21/2022,03/22/2022,RV,,39.31,40.96,2022,3
Morning Consult,,B,Online,03/20/2022,03/22/2022,RV,,43.0,42.0,2022,3
YouGov,Economist,B+,Online,03/19/2022,03/22/2022,RV,,43.1,38.7,2022,3
Hart Research Associates/Public Opinion Strategies,NBC News,B+,Live Phone,03/18/2022,03/22/2022,A,,44.0,46.0,2022,3
McLaughlin & Associates,,C/D,Online,03/17/2022,03/22/2022,LV,,44.0,48.0,2022,3
Morning Consult,,B,Online,03/19/2022,03/21/2022,RV,,43.0,42.0,2022,3
Morning Consult,Politico,B,Online,03/18/2022,03/21/2022,RV,,42.0,41.0,2022,3
Echelon Insights,,B/C,Online,03/18/2022,03/21/2022,LV,,45.0,45.0,2022,3
Echelon Insights,,B/C,Online,03/18/2022,03/21/2022,RV,,45.0,44.0,2022,3
Beacon Research/Shaw & Company Research,FOX News,A,Live Phone,03/18/2022,03/21/2022,RV,,41.0,43.0,2022,3
University of Massachusetts Lowell,,B+,Online,03/15/2022,03/21/2022,RV,,42.0,40.0,2022,3
Hofstra University,,B/C,Online,03/11/2022,03/21/2022,RV,,50.63,49.28,2022,3
Emerson College,,A-,IVR/Online,03/18/2022,03/20/2022,RV,,41.8,47.1,2022,3
Morning Consult,,B,Online,03/18/2022,03/20/2022,RV,,42.0,42.0,2022,3
Cygnal,,B+,Online,03/17/2022,03/19/2022,LV,,45.9,46.7,2022,3
Morning Consult,,B,Online,03/17/2022,03/19/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,03/16/2022,03/18/2022,RV,,42.0,42.0,2022,3
OnMessage,Senate Opportunity Fund,B/C,Online,03/15/2022,03/17/2022,LV,REP,44.0,47.0,2022,3
Morning Consult,,B,Online,03/15/2022,03/17/2022,RV,,43.0,42.0,2022,3
Rasmussen Reports/Pulse Opinion Research,Miranda Devine's LAPTOP FROM HELL,B,IVR/Online,03/13/2022,03/17/2022,LV,,39.0,50.0,2022,3
Morning Consult,,B,Online,03/14/2022,03/16/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,03/13/2022,03/15/2022,RV,,43.0,43.0,2022,3
YouGov,Economist,B+,Online,03/12/2022,03/15/2022,RV,,39.8,40.6,2022,3
The Winston Group,Winning the Issues,A/B,Online,03/12/2022,03/14/2022,RV,REP,44.0,45.0,2022,3
Morning Consult,,B,Online,03/12/2022,03/14/2022,RV,,43.0,43.0,2022,3
Morning Consult,Politico,B,Online,03/11/2022,03/14/2022,RV,,42.0,43.0,2022,3
YouGov,Yahoo News,B+,Online,03/10/2022,03/14/2022,A,,36.0,33.0,2022,3
YouGov,Yahoo News,B+,Online,03/10/2022,03/14/2022,RV,,42.0,38.0,2022,3
Monmouth University,,A,Live Phone,03/10/2022,03/14/2022,A,,46.0,45.0,2022,3
Monmouth University,,A,Live Phone,03/10/2022,03/14/2022,RV,,46.0,46.0,2022,3
SocialSphere,Murmuration,B/C,Online,03/06/2022,03/14/2022,RV,,40.0,41.0,2022,3
Morning Consult,,B,Online,03/11/2022,03/13/2022,RV,,43.0,42.0,2022,3
Pew Research Center,,B/C,Online,03/07/2022,03/13/2022,RV,,43.0,43.0,2022,3
Morning Consult,,B,Online,03/10/2022,03/12/2022,RV,,43.0,42.0,2022,3
Big Village,,B,Online,03/09/2022,03/11/2022,A,,36.5,38.5,2022,3
Big Village,,B,Online,03/09/2022,03/11/2022,RV,,41.9,44.4,2022,3
Morning Consult,,B,Online,03/09/2022,03/11/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,03/08/2022,03/10/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,03/07/2022,03/09/2022,RV,,43.0,43.0,2022,3
InsiderAdvantage,Center for American Greatness,B,IVR/Live Phone,03/07/2022,03/08/2022,LV,,40.0,48.0,2022,3
Morning Consult,,B,Online,03/06/2022,03/08/2022,RV,,43.0,42.0,2022,3
YouGov,Economist,B+,Online,03/05/2022,03/08/2022,RV,,44.3,38.8,2022,3
Morning Consult,,B,Online,03/05/2022,03/07/2022,RV,,43.0,42.0,2022,3
"Fabrizio, Lee & Associates/Impact Research",Wall Street Journal,Unrated,Live Phone/Online,03/02/2022,03/07/2022,RV,,41.0,46.0,2022,3
Morning Consult,Politico,B,Online,03/04/2022,03/06/2022,RV,,43.0,41.0,2022,3
Morning Consult,,B,Online,03/04/2022,03/06/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,03/03/2022,03/05/2022,RV,,42.0,42.0,2022,3
Morning Consult,,B,Online,03/02/2022,03/04/2022,RV,,43.0,42.0,2022,3
Cor Services,Foundation for Government Accountability,Unrated,IVR,03/01/2022,03/03/2022,LV,,42.0,43.0,2022,3
Morning Consult,,B,Online,03/01/2022,03/03/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,02/28/2022,03/02/2022,RV,,43.0,42.0,2022,3
Morning Consult,,B,Online,02/27/2022,03/01/2022,RV,,42.0,43.0,2022,3
YouGov,Economist,B+,Online,02/26/2022,03/01/2022,RV,,42.2,38.3,2022,3
Morning Consult,,B,Online,02/26/2022,02/28/2022,RV,,41.0,44.0,2022,2
Morning Consult,Politico,B,Online,02/25/2022,02/27/2022,RV,,42.0,41.0,2022,2
Morning Consult,,B,Online,02/25/2022,02/27/2022,RV,,41.0,44.0,2022,2
YouGov,Yahoo News,B+,Online,02/24/2022,02/27/2022,A,,36.0,33.0,2022,2
YouGov,Yahoo News,B+,Online,02/24/2022,02/27/2022,RV,,42.0,39.0,2022,2
Morning Consult,,B,Online,02/24/2022,02/26/2022,RV,,41.0,45.0,2022,2
Big Village,,B,Online,02/23/2022,02/25/2022,A,,38.5,36.7,2022,2
Big Village,,B,Online,02/23/2022,02/25/2022,RV,,44.5,41.2,2022,2
Morning Consult,,B,Online,02/23/2022,02/25/2022,RV,,41.0,45.0,2022,2
Harris Poll,Harvard CAPS,B+,Online,02/23/2022,02/24/2022,RV,,49.0,51.0,2022,2
NewsNation,,Unrated,Online,02/23/2022,02/24/2022,RV,,38.92,41.94,2022,2
OnMessage,Senate Opportunity Fund,B/C,Online,02/23/2022,02/24/2022,LV,REP,45.0,43.0,2022,2
Morning Consult,,B,Online,02/22/2022,02/24/2022,RV,,41.0,44.0,2022,2
ABC News/The Washington Post,,A+,Live Phone,02/20/2022,02/24/2022,RV,,42.0,49.0,2022,2
Morning Consult,,B,Online,02/21/2022,02/23/2022,RV,,42.0,43.0,2022,2
Echelon Insights,,B/C,Online,02/19/2022,02/23/2022,RV,,45.0,44.0,2022,2
The Bullfinch Group,,Unrated,Online,02/19/2022,02/23/2022,A,,39.0,40.0,2022,2
The Bullfinch Group,,Unrated,Online,02/19/2022,02/23/2022,RV,,41.0,42.0,2022,2
Morning Consult,,B,Online,02/20/2022,02/22/2022,RV,,42.0,43.0,2022,2
YouGov,Economist,B+,Online,02/19/2022,02/22/2022,RV,,43.9,37.6,2022,2
Beacon Research/Shaw & Company Research,FOX News,A,Live Phone,02/19/2022,02/22/2022,RV,,45.0,49.0,2022,2
McLaughlin & Associates,,C/D,Online,02/16/2022,02/22/2022,LV,,45.0,47.0,2022,2
Morning Consult,Politico,B,Online,02/19/2022,02/21/2022,RV,,45.0,41.0,2022,2
Morning Consult,,B,Online,02/19/2022,02/21/2022,RV,,42.0,43.0,2022,2
Emerson College,,A-,IVR/Online/Text,02/19/2022,02/20/2022,RV,,41.4,49.9,2022,2
Morning Consult,,B,Online,02/18/2022,02/20/2022,RV,,41.0,44.0,2022,2
Suffolk University,USA Today,B+,Live Phone,02/16/2022,02/20/2022,RV,,38.9,37.3,2022,2
Morning Consult,,B,Online,02/17/2022,02/19/2022,RV,,41.0,44.0,2022,2
Morning Consult,,B,Online,02/16/2022,02/18/2022,RV,,42.0,43.0,2022,2
Morning Consult,,B,Online,02/15/2022,02/17/2022,RV,,43.0,43.0,2022,2
Rasmussen Reports/Pulse Opinion Research,Miranda Devine's LAPTOP FROM HELL,B,IVR/Online,02/13/2022,02/17/2022,LV,,37.0,50.0,2022,2
The Winston Group,Winning the Issues,A/B,Online,02/15/2022,02/16/2022,RV,REP,44.0,44.0,2022,2
Morning Consult,,B,Online,02/14/2022,02/16/2022,RV,,42.0,43.0,2022,2
Morning Consult,,B,Online,02/13/2022,02/15/2022,RV,,43.0,43.0,2022,2
YouGov,Economist,B+,Online,02/12/2022,02/15/2022,RV,,42.2,37.2,2022,2
Morning Consult,,B,Online,02/12/2022,02/14/2022,RV,,42.0,43.0,2022,2
Quinnipiac University,,A-,Live Phone,02/10/2022,02/14/2022,A,,43.0,45.0,2022,2
Quinnipiac University,,A-,Live Phone,02/10/2022,02/14/2022,RV,,44.0,46.0,2022,2
Morning Consult,Politico,B,Online,02/12/2022,02/13/2022,RV,,41.0,43.0,2022,2
Morning Consult,,B,Online,02/11/2022,02/13/2022,RV,,42.0,44.0,2022,2
Morning Consult,,B,Online,02/10/2022,02/12/2022,RV,,41.0,44.0,2022,2
Big Village,,B,Online,02/09/2022,02/11/2022,A,,39.2,35.5,2022,2
Big Village,,B,Online,02/09/2022,02/11/2022,RV,,44.5,41.5,2022,2
Morning Consult,,B,Online,02/09/2022,02/11/2022,RV,,41.0,44.0,2022,2
OnMessage,Senate Opportunity Fund,B/C,Online,02/08/2022,02/10/2022,LV,REP,42.0,45.0,2022,2
Morning Consult,,B,Online,02/08/2022,02/10/2022,RV,,42.0,43.0,2022,2
Morning Consult,,B,Online,02/07/2022,02/09/2022,RV,,42.0,43.0,2022,2
Susquehanna Polling & Research,The Federalist,B+,Live Phone,02/03/2022,02/09/2022,LV,,41.0,47.0,2022,2
Morning Consult,,B,Online,02/06/2022,02/08/2022,RV,,43.0,43.0,2022,2
YouGov,Economist,B+,Online,02/05/2022,02/08/2022,RV,,42.6,39.3,2022,2
Public Opinion Strategies,Citizens for Responsible Energy Solutions,A-,Online,02/04/2022,02/08/2022,RV,REP,43.0,41.0,2022,2
Morning Consult,,B,Online,02/05/2022,02/07/2022,RV,,43.0,43.0,2022,2
Ipsos,Reuters,B-,Online,01/31/2022,02/07/2022,A,,42.0,34.0,2022,2
Morning Consult,Politico,B,Online,02/05/2022,02/06/2022,RV,,42.0,43.0,2022,2
Morning Consult,,B,Online,02/04/2022,02/06/2022,RV,,43.0,42.0,2022,2
Trafalgar Group,Convention of States Action,A-,IVR/Online/Text/Live Phone,02/02/2022,02/06/2022,LV,REP,41.9,54.4,2022,2
SSRS,CNN,C,Live Phone/Online,01/10/2022,02/06/2022,RV,,43.0,44.0,2022,2
Morning Consult,,B,Online,02/03/2022,02/05/2022,RV,,43.0,42.0,2022,2
Morning Consult,,B,Online,02/02/2022,02/04/2022,RV,,43.0,42.0,2022,2
Morning Consult,,B,Online,02/01/2022,02/03/2022,RV,,43.0,43.0,2022,2
Morning Consult,,B,Online,01/31/2022,02/02/2022,RV,,43.0,42.0,2022,2
Morning Consult,,B,Online,01/30/2022,02/01/2022,RV,,43.0,42.0,2022,2
YouGov,Economist,B+,Online,01/29/2022,02/01/2022,RV,,44.0,38.0,2022,2
Morning Consult,,B,Online,01/29/2022,01/31/2022,RV,,44.0,42.0,2022,1
Morning Consult,Politico,B,Online,01/28/2022,01/30/2022,RV,,44.0,41.0,2022,1
Morning Consult,,B,Online,01/28/2022,01/30/2022,RV,,44.0,42.0,2022,1
Morning Consult,,B,Online,01/27/2022,01/29/2022,RV,,43.0,42.0,2022,1
Big Village,,B,Online,01/26/2022,01/28/2022,A,,38.1,37.4,2022,1
Big Village,,B,Online,01/26/2022,01/28/2022,RV,,44.1,43.8,2022,1
Morning Consult,,B,Online,01/26/2022,01/28/2022,RV,,43.0,43.0,2022,1
OnMessage,Senate Opportunity Fund,B/C,Online,01/25/2022,01/27/2022,LV,REP,43.0,47.0,2022,1
Cygnal,,B+,Online,01/25/2022,01/27/2022,LV,,44.8,47.1,2022,1
Morning Consult,,B,Online,01/25/2022,01/27/2022,RV,,42.0,43.0,2022,1
Morning Consult,,B,Online,01/24/2022,01/26/2022,RV,,43.0,43.0,2022,1
Morning Consult,,B,Online,01/23/2022,01/25/2022,RV,,43.0,43.0,2022,1
YouGov,Economist,B+,Online,01/22/2022,01/25/2022,RV,,42.0,38.5,2022,1
Morning Consult,,B,Online,01/22/2022,01/24/2022,RV,,43.0,43.0,2022,1
Zogby Analytics,,B-,Online,01/21/2022,01/24/2022,LV,,43.7,41.9,2022,1
Monmouth University,,A,Live Phone,01/20/2022,01/24/2022,A,,43.0,50.0,2022,1
Monmouth University,,A,Live Phone,01/20/2022,01/24/2022,RV,,43.0,51.0,2022,1
Morning Consult,Politico,B,Online,01/22/2022,01/23/2022,RV,,42.0,42.0,2022,1
InsiderAdvantage,Center for American Greatness,B,IVR/Live Phone,01/21/2022,01/23/2022,LV,,42.0,49.0,2022,1
Echelon Insights,,B/C,Online,01/21/2022,01/23/2022,RV,,46.0,41.0,2022,1
Morning Consult,,B,Online,01/21/2022,01/23/2022,RV,,43.0,43.0,2022,1
Morning Consult,,B,Online,01/20/2022,01/22/2022,RV,,43.0,43.0,2022,1
Morning Consult,,B,Online,01/19/2022,01/21/2022,RV,,43.0,43.0,2022,1
Harris Poll,Harvard CAPS,B+,Online,01/19/2022,01/20/2022,RV,,47.0,53.0,2022,1
Morning Consult,,B,Online,01/18/2022,01/20/2022,RV,,42.0,44.0,2022,1
Morning Consult,,B,Online,01/17/2022,01/19/2022,RV,,42.0,44.0,2022,1
Beacon Research/Shaw & Company Research,FOX News,A,Live Phone,01/16/2022,01/19/2022,RV,,43.0,44.0,2022,1
Morning Consult,,B,Online,01/16/2022,01/18/2022,RV,,41.0,44.0,2022,1
YouGov,Economist,B+,Online,01/15/2022,01/18/2022,RV,,42.9,38.6,2022,1
Hart Research Associates/Public Opinion Strategies,NBC News,B+,Live Phone,01/14/2022,01/18/2022,RV,,47.0,46.0,2022,1
McLaughlin & Associates,,C/D,Online,01/13/2022,01/18/2022,LV,,43.0,48.0,2022,1
Morning Consult,,B,Online,01/15/2022,01/17/2022,RV,,41.0,44.0,2022,1
Echelon Insights,NetChoice,B/C,Online,01/14/2022,01/17/2022,RV,,43.0,44.0,2022,1
Morning Consult,Politico,B,Online,01/15/2022,01/16/2022,RV,,41.0,42.0,2022,1
Morning Consult,,B,Online,01/14/2022,01/16/2022,RV,,42.0,44.0,2022,1
Morning Consult,,B,Online,01/13/2022,01/15/2022,RV,,43.0,44.0,2022,1
Trafalgar Group,,A-,IVR/Online/Text/Live Phone,01/12/2022,01/15/2022,LV,REP,42.4,55.6,2022,1
Big Village,,B,Online,01/12/2022,01/14/2022,A,,39.8,34.7,2022,1
Big Village,,B,Online,01/12/2022,01/14/2022,RV,,42.5,41.6,2022,1
Morning Consult,,B,Online,01/12/2022,01/14/2022,RV,,43.0,43.0,2022,1
Morning Consult,,B,Online,01/11/2022,01/13/2022,RV,,44.0,42.0,2022,1
Rasmussen Reports/Pulse Opinion Research,,B,IVR/Online,01/09/2022,01/13/2022,LV,,39.0,48.0,2022,1
Morning Consult,,B,Online,01/10/2022,01/12/2022,RV,,44.0,42.0,2022,1
Morning Consult,,B,Online,01/09/2022,01/11/2022,RV,,44.0,42.0,2022,1
YouGov,Economist,B+,Online,01/08/2022,01/11/2022,RV,,42.4,37.2,2022,1
NewsNation,,Unrated,Online,01/10/2022,01/10/2022,RV,,39.7,45.2,2022,1
Morning Consult,,B,Online,01/08/2022,01/10/2022,RV,,44.0,42.0,2022,1
Quinnipiac University,,A-,Live Phone,01/07/2022,01/10/2022,A,,42.0,43.0,2022,1
Quinnipiac University,,A-,Live Phone,01/07/2022,01/10/2022,RV,,43.0,44.0,2022,1
Morning Consult,Politico,B,Online,01/08/2022,01/09/2022,RV,,44.0,41.0,2022,1
Morning Consult,,B,Online,01/07/2022,01/09/2022,RV,,44.0,42.0,2022,1
Morning Consult,,B,Online,01/06/2022,01/08/2022,RV,,44.0,42.0,2022,1
Morning Consult,,B,Online,01/05/2022,01/07/2022,RV,,44.0,42.0,2022,1
Morning Consult,,B,Online,01/04/2022,01/06/2022,RV,,44.0,42.0,2022,1
Morning Consult,,B,Online,01/03/2022,01/05/2022,RV,,43.0,42.0,2022,1
RMG Research,,B-,IVR/Online/Text,01/03/2022,01/04/2022,RV,,40.0,42.0,2022,1
YouGov,Economist,B+,Online,01/02/2022,01/04/2022,RV,,42.3,37.8,2022,1
The Winston Group,Winning the Issues,A/B,Online,01/02/2022,01/04/2022,RV,REP,44.0,46.0,2022,1
Morning Consult,,B,Online,01/02/2022,01/04/2022,RV,,43.0,42.0,2022,1
Morning Consult,,B,Online,01/01/2022,01/03/2022,RV,,43.0,42.0,2022,1
