cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Senate,CO-S3,6/6/22,_deluxe,Michael Bennet,"","","","",Joe O'Dea,"","","",all others,.88575,0,0,,.11425,0,0,,0,0,.88575,.11425,.0211875,.7342812,2172931,2498069,1858678,52.65765,0,0,,0,41.58695,0,0,,5.755406,0,10.28767,58.99822,47.89754,0,0,0,,0,,0,1.998877,46.29943,35.16743,0,0,0,,0,,6.733898,4183729,1.090737,11.0707,22.98541,-.7607155,,,,,,,,,,,,,,,,,,,40000,12:49:58 29 Jun 2022
2022,Senate,CA-S3,6/6/22,_deluxe,Alex Padilla,"","","","",Mark P. Meuser,"","","","",.99175,0,0,,.00825,0,0,,0,0,.99175,.00825,.001275,.0091663,1.05e+07,1.20e+07,8976388,61.49093,0,0,,0,38.50907,0,0,,0,0,0,67.28534,44.30476,0,0,0,,0,,0,0,55.69524,32.71466,0,0,0,,0,,25.74052,2.54e+07,.9984196,22.98186,34.57067,11.39048,,,,,,,,,,,,,,,,,,,40000,12:49:58 29 Jun 2022
2022,Senate,AZ-S3,6/6/22,_deluxe,Mark Kelly,"","","",Marc Victor,Blake Masters,"","","","",.611875,0,0,,.387975,0,0,,.00015,0,.611875,.388125,.0875,2.891079,2279170,2634621,1937093,49.63721,0,0,,3.315696,47.04709,0,0,,0,6.440625,0,56.00018,53.47258,0,0,0,,0,,.8866672,0,43.18631,40.64286,0,0,0,,0,,-7.109708,4969373,1.068703,2.590126,14.89503,-9.80551,,,,,,,,,,,,,,,,,,,40000,12:49:58 29 Jun 2022
2022,Senate,AR-S3,6/6/22,_deluxe,Natalie James,"","","","",John Boozman,"","","",all others,.000225,0,0,,.999775,0,0,,0,0,.000225,.999775,.000075,.0067721,834007.2,984099.1,688566.9,28.74413,0,0,,0,66.83717,0,0,,4.418698,0,8.163548,34.79987,72.86861,0,0,0,,0,,0,1.36762,22.69237,60.73429,0,0,0,,0,,-31.52285,2180916,1.015951,-38.09304,-26.65258,-49.53219,,,,,,,,,,,,,,,,,,,40000,12:49:58 29 Jun 2022
2022,Senate,AL-S3,6/6/22,_deluxe,Will Boyd,"","","","",Katie Britt,"","","",all others,.000475,0,0,,.999525,0,0,,0,0,.000475,.999525,.000325,.0176854,1383877,1621071,1151535,32.59109,0,0,,0,63.74317,0,0,,3.665739,0,7.002323,38.2188,69.38564,0,0,0,,0,,0,1.020199,26.89886,58.08138,0,0,0,,0,,-29.19992,3459287,.8313172,-31.15208,-20.40516,-41.93744,,,,,,,,,,,,,,,,,,,40000,12:49:58 29 Jun 2022
2022,Senate,AK-S3,6/6/22,_deluxe,Edgar Blatchford,"","","",Sean M. Thorne,Lisa Murkowski,Kelly C. Tshibaka,"","","",.0455,0,0,,.84425,.109925,0,,.000325,0,.0455,.9545,.00475,1.376533,259857.7,300306.2,219773.8,31.75348,0,0,,4.084454,39.03471,25.12735,0,,0,7.591663,0,41.19802,46.93395,0,32.23281,0,,0,,1.212668,0,22.21954,31.48864,0,17.93866,0,,0,,-14.61795,521658,1.218487,-32.40858,-13.8754,-51.08434,,,,,,,,,,,,,,,,,,,40000,12:49:58 29 Jun 2022
2022,Senate,WI-S3,6/5/22,_deluxe,Mandela Barnes,"","","","",Ron Johnson,"","","",all others,.24025,0,0,,.75975,0,0,,0,0,.24025,.75975,.1021375,3.384946,2272281,2606539,1938980,44.52254,0,0,,0,50.86802,0,0,,4.609434,0,8.516228,50.72469,57.00005,0,0,0,,0,,0,1.436988,38.33228,44.58482,0,0,0,,0,,-3.823667,4351464,1.045602,-6.345482,5.502766,-17.9505,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,WA-S3,6/5/22,_deluxe,Patty Murray,"","","","",Tiffany Smiley,"","","","",.92735,0,0,,.07265,0,0,,0,0,.92735,.07265,.011925,.3450807,2602354,2996154,2213355,56.32003,0,0,,0,43.67997,0,0,,0,0,0,61.83231,49.20317,0,0,0,,0,,0,0,50.79683,38.16769,0,0,0,,0,,14.23072,5346645,1.059068,12.64006,23.66462,1.593666,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,VT-S3,6/5/22,_deluxe,Peter Welch,"","","","",Christina Nolan,"","","",all others,.99585,0,0,,.00415,0,0,,0,0,.99585,.00415,.0005375,.1581178,255991.9,296346.2,216014.8,60.13592,0,0,,0,34.01642,0,0,,5.847664,0,10.38664,66.53015,40.37417,0,0,0,,0,,0,2.084876,53.71154,27.57727,0,0,0,,0,,27.77288,503792,1.154198,26.1195,38.07995,14.22593,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,UT-S3,6/5/22,_deluxe,"","","","",Evan McMullin,Mike Lee,"","","",all others,0,0,0,,.977875,0,0,,.022125,0,0,1,0,0,935934.9,1090682,782184.4,0,0,0,,31.84565,53.2866,0,0,,14.86775,39.30556,22.11727,0,60.69204,0,0,0,,0,,24.33643,8.249494,0,45.73985,0,0,0,,0,,-26.29008,2145495,1.112615,-53.2866,-45.73985,-60.69204,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,SD-S3,6/5/22,_deluxe,Brian L. Bengs,"","","","",John R. Thune,"","","","",.000075,0,0,,.999925,0,0,,0,0,.000075,.999925,.0000125,.0031766,296331.3,345830.8,246882.6,28.35294,0,0,,0,71.64706,0,0,,0,0,0,34.0394,77.33679,0,0,0,,0,,0,0,22.66321,65.9606,0,0,0,,0,,-32.01005,647453,1.026199,-43.29412,-31.92121,-54.67358,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,SC-S3,6/5/22,_deluxe,Krystle Matthews,"","","",Larry Adams,Tim Scott,"","","","",.0024,0,0,,.9976,0,0,,0,0,.0024,.9976,.0007875,.0371303,1597168,1863689,1334982,34.6443,0,0,,2.82397,62.53173,0,0,,0,5.563916,0,40.50618,68.36671,0,0,0,,0,,.6962327,0,28.73688,56.5861,0,0,0,,0,,-18.29783,3897996,.9588062,-27.88743,-16.50871,-39.28642,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,PA-S3,6/5/22,_deluxe,John Fetterman,"","","","",Mehmet Oz,"","","",all others,.3604,0,0,,.6396,0,0,,0,0,.3604,.6396,.1456625,2.369338,4629663,5314570,3946825,46.8871,0,0,,0,49.72257,0,0,,3.39033,0,6.559374,52.28943,55.1933,0,0,0,,0,,0,.8990732,41.36893,44.28686,0,0,0,,0,,-2.976064,9742133,.9917317,-2.835476,7.427971,-13.3017,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,OR-S3,6/5/22,_deluxe,Ron Wyden,"","","","",Jo Rae Perkins,"","","",all others,.968325,0,0,,.031675,0,0,,0,0,.968325,.031675,.004575,.2146885,1604763,1844126,1366537,55.57985,0,0,,0,38.8602,0,0,,5.559955,0,10.01789,61.71966,44.86131,0,0,0,,0,,0,1.906176,49.48611,32.6427,0,0,0,,0,,10.62213,3113975,.979912,16.71965,28.28564,5.41293,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,OK-S3,6/5/22,_deluxe,Madison Horn,"","","","",James Lankford,"","","",all others,.00005,0,0,,.99995,0,0,,0,0,.00005,.99995,0,0,1093741,1286509,902248.3,25.73928,0,0,,0,70.07348,0,0,,4.187237,0,7.820897,31.51447,75.9218,0,0,0,,0,,0,1.2333,19.84258,64.19559,0,0,0,,0,,-36.97133,2842656,.9560909,-44.3342,-33.29427,-55.4514,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,OK-S2,6/5/22,_deluxe,Kendra Horn,"","","","",Markwayne Mullin,"","","",all others,.00045,0,0,,.99955,0,0,,0,0,.00045,.99955,.0001875,.0133498,1057685,1249918,868738,31.4225,0,0,,0,64.39027,0,0,,4.187237,0,7.87251,37.39946,70.29825,0,0,0,,0,,0,1.244871,25.51546,58.32729,0,0,0,,0,,-36.97133,2842656,.9560909,-32.96777,-21.67032,-44.1714,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,OH-S3,6/5/22,_deluxe,Tim Ryan,"","","",Kelli Prather,J.D. Vance,"","","","",.10605,0,0,,.8939,0,0,,.00005,0,.10605,.89395,.0518875,.9706466,4025597,4637391,3419065,43.10184,0,0,,2.95661,53.94155,0,0,,0,5.800954,0,48.88098,59.70144,0,0,0,,0,,.7409471,0,37.31205,48.18055,0,0,0,,0,,-12.10777,8831240,1.020508,-10.8397,.2866859,-21.95823,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,NY-S3,6/5/22,_deluxe,Charles E. Schumer,"","","","",Joe Pinion,"","","",all others,.99395,0,0,,.00605,0,0,,0,0,.99395,.00605,.00085,.0112601,5684653,6560715,4826641,59.21529,0,0,,0,35.44514,0,0,,5.339566,0,9.653445,65.30936,41.48584,0,0,0,,0,,0,1.79872,53.08297,29.26992,0,0,0,,0,,19.93185,1.34e+07,.9687177,23.77015,35.13327,12.39346,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,NV-S3,6/5/22,_deluxe,Catherine Cortez Masto,"","","","",Adam Paul Laxalt,"","","",all others,.538625,0,0,,.461375,0,0,,0,0,.538625,.461375,.12555,9.473487,998011.5,1152521,843615.6,48.28156,0,0,,0,47.52854,0,0,,4.189909,0,7.912358,53.75911,53.04521,0,0,0,,0,,0,1.253712,42.76845,42.02118,0,0,0,,0,,-2.531046,2105890,1.055355,.7530174,11.09973,-9.660505,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,NH-S3,6/5/22,_deluxe,Maggie Hassan,"","","","",Donald C. Bolduc,"","","",all others,.714325,0,0,,.285675,0,0,,0,0,.714325,.285675,.0698375,8.534317,616238.2,706470.4,527408,51.08361,0,0,,0,46.44532,0,0,,2.471071,0,4.979637,56.64244,51.95862,0,0,0,,0,,0,.5578558,45.57277,40.83903,0,0,0,,0,,.5605241,1075858,1.206824,4.638298,15.47136,-6.038893,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,ND-S3,6/5/22,_deluxe,Katrina Christiansen,"","","","",John Hoeven,"","","","",0,0,0,,1,0,0,,0,0,0,1,.0000125,.0039512,238240,279482.3,196880.4,24.93887,0,0,,0,75.06113,0,0,,0,0,0,30.62702,80.81126,0,0,0,,0,,0,0,19.18873,69.37299,0,0,0,,0,,-37.07663,560506,1.093219,-50.12225,-38.74597,-61.62254,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,NC-S3,6/5/22,_deluxe,Cheri Beasley,"","","","",Ted Budd,"","","",all others,.189425,0,0,,.810575,0,0,,0,0,.189425,.810575,.1115375,2.633136,3189895,3692959,2688899,45.66812,0,0,,0,52.19973,0,0,,2.132157,0,4.348633,50.63993,57.07806,0,0,0,,0,,0,.4481753,40.7778,47.20873,0,0,0,,0,,-4.822354,7698417,.9338832,-6.531609,3.130575,-15.96089,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,MO-S3,6/5/22,_deluxe,Lucas Kunce,"","","","",Eric Greitens,"","","",all others,.060925,0,0,,.939075,0,0,,0,0,.060925,.939075,.0282375,1.103041,1927807,2246430,1615318,40.17586,0,0,,0,54.32149,0,0,,5.502656,0,9.919281,46.38375,60.41186,0,0,0,,0,,0,1.876402,34.03556,48.05502,0,0,0,,0,,-20.98703,4580390,.9401103,-14.14563,-2.462975,-25.51779,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,MD-S3,6/5/22,_deluxe,Chris Van Hollen,"","","","",James Tarantin,"","","","",.997425,0,0,,.002575,0,0,,0,0,.997425,.002575,.0004,.0162752,1850808,2153373,1551984,63.39632,0,0,,0,36.60368,0,0,,0,0,0,68.91397,42.0618,0,0,0,,0,,0,0,57.9382,31.08602,0,0,0,,0,,26.27618,4305056,.8671917,26.79265,37.82795,15.87641,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,LA-S3,6/5/22,_deluxe,Gary Chambers,Luke Mixon,Syrita Steib,"",Xan John,John Kennedy,"","","","",.0041,.000425,.00005,,.9952,0,0,,.000225,0,.004575,.995425,.010875,.6396332,1280345,1503843,1060420,20.26505,10.13253,4.342512,,4.244672,61.01523,0,0,,0,7.855112,0,27.50985,70.69928,15.86551,0,0,,8.035919,,1.284742,0,12.80692,52.04221,4.670229,0,0,,1.31011,,-20.37954,3372421,.9194398,-26.27514,-8.731314,-45.27582,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,KY-S3,6/5/22,_deluxe,Charles Booker,"","","","",Rand Paul,"","","","",.00215,0,0,,.99785,0,0,,0,0,.00215,.99785,.0008,.0428531,1405841,1641439,1179194,37.29502,0,0,,0,62.70498,0,0,,0,0,0,42.48609,67.87883,0,0,0,,0,,0,0,32.12117,57.51391,0,0,0,,0,,-27.19556,3182925,.9538169,-25.40995,-15.02782,-35.75766,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,KS-S3,6/5/22,_deluxe,Mark R. Holland,"","","",David C. Graham,Jerry Moran,"","","","",.0035,0,0,,.9965,0,0,,0,0,.0035,.9965,.0014875,.1214566,922283.7,1073239,772711.4,34.76974,0,0,,3.889743,61.34052,0,0,,0,7.380506,0,40.86118,67.4659,0,0,0,,0,,1.117626,0,28.66493,55.20544,0,0,0,,0,,-21.09543,2089024,1.027156,-26.57078,-14.91591,-38.26896,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,IN-S3,6/5/22,_deluxe,Thomas McDermott,"","","",James Sceniak,Todd Young,"","","","",.002025,0,0,,.99795,0,0,,.000025,0,.002025,.997975,.0008375,.0329267,1915426,2240914,1595025,33.82033,0,0,,3.4114,62.76827,0,0,,0,6.598918,0,39.88876,68.81327,0,0,0,,0,,.9047621,0,27.76052,56.64954,0,0,0,,0,,-20.26319,4952167,1.040398,-28.94794,-17.20292,-40.58255,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,IL-S3,6/5/22,_deluxe,Tammy Duckworth,"","","",Bill Redpath,Kathy Salvi,"","","","",.97055,0,0,,.0294,0,0,,.00005,0,.97055,.02945,.004475,.0853657,3947646,4556209,3355168,56.83766,0,0,,3.308172,39.85417,0,0,,0,6.379556,0,62.76807,45.64119,0,0,0,,0,,.8779193,0,51.00005,33.85545,0,0,0,,0,,13.22368,8928145,.9643387,16.98349,28.49202,5.820377,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,ID-S3,6/5/22,_deluxe,David Roth,"","","","",Mike Crapo,"","","",all others,.0001,0,0,,.9999,0,0,,0,0,.0001,.9999,.000025,.0033032,569942.1,666134.1,472837.8,25.88846,0,0,,0,67.37385,0,0,,6.737695,0,11.71787,32.14045,73.62892,0,0,0,,0,,0,2.558625,19.56722,61.07592,0,0,0,,0,,-36.76822,1297934,1.019634,-41.48539,-30.03074,-52.92543,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,IA-S3,6/5/22,_deluxe,Michael Franken,"","","","",Chuck Grassley,"","","","",.015075,0,0,,.984925,0,0,,0,0,.015075,.984925,.006525,.4116093,1193779,1374211,1017543,39.17945,0,0,,0,60.82055,0,0,,0,0,0,45.28862,66.97029,0,0,0,,0,,0,0,33.02971,54.71138,0,0,0,,0,,-9.622491,2295209,1.071837,-21.6411,-9.42276,-33.94057,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,HI-S3,6/5/22,_deluxe,Brian Schatz,"","","","",Bob McDermott,"","","",all others,.9984,0,0,,.0016,0,0,,0,0,.9984,.0016,.0001875,.0347811,405962.8,477474.4,335837.9,64.08321,0,0,,0,31.29316,0,0,,4.62363,0,8.554432,70.75396,37.96765,0,0,0,,0,,0,1.446532,57.30641,24.55182,0,0,0,,0,,31.80856,1007469,1.232596,32.79006,45.58037,19.89591,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,GA-S3,6/5/22,_deluxe,Raphael Warnock,"","","","",Herschel Junior Walker,"","","",all others,.386825,0,0,,.613175,0,0,,0,0,.386825,.613175,.167375,3.85357,3270815,3773906,2775701,48.3832,0,0,,0,49.97031,0,0,,1.64649,0,3.469472,53.07366,54.57772,0,0,0,,0,,0,.2968255,43.72363,45.27577,0,0,0,,0,,-7.357742,7356953,.8951061,-1.587116,7.565022,-10.62672,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,FL-S3,6/5/22,_deluxe,Val Demings,"","","","",Marco Rubio,"","","",all others,.062175,0,0,,.937825,0,0,,0,0,.062175,.937825,.0311875,.3417081,6873121,7862852,5893660,42.31913,0,0,,0,54.82578,0,0,,2.855093,0,5.647614,47.6384,60.13069,0,0,0,,0,,0,.6876712,36.98357,49.42402,0,0,0,,0,,-7.44125,1.46e+07,1.019821,-12.50666,-2.263819,-22.67021,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,CT-S3,6/5/22,_deluxe,Richard Blumenthal,"","","",Andrew Hyduchak,Themis Klarides,"","","","",.953325,0,0,,.046625,0,0,,.00005,0,.953325,.046675,.0065625,.3970576,1244642,1438947,1052530,56.65971,0,0,,1.81155,41.52874,0,0,,0,3.750891,0,62.46949,47.28897,0,0,0,,0,,.3509496,0,50.88232,35.72212,0,0,0,,0,,12.14246,2618620,1.100113,15.13097,26.55484,3.79763,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,CO-S3,6/5/22,_deluxe,Michael Bennet,"","","","",Joe O'Dea,"","","",all others,.88615,0,0,,.11385,0,0,,0,0,.88615,.11385,.0207875,.7207708,2171870,2493620,1853489,52.71958,0,0,,0,41.52502,0,0,,5.755406,0,10.26715,59.05151,47.86382,0,0,0,,0,,0,1.999909,46.30357,35.10656,0,0,0,,0,,6.733898,4183729,1.090737,11.19456,23.03657,-.6980209,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,CA-S3,6/5/22,_deluxe,Alex Padilla,"","","","",Mark P. Meuser,"","","","",.99215,0,0,,.00785,0,0,,0,0,.99215,.00785,.0011875,.0085417,1.05e+07,1.20e+07,8964972,61.58566,0,0,,0,38.41434,0,0,,0,0,0,67.47252,44.16678,0,0,0,,0,,0,0,55.83322,32.52748,0,0,0,,0,,25.74052,2.54e+07,.9984196,23.17133,34.94503,11.66644,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,AZ-S3,6/5/22,_deluxe,Mark Kelly,"","","",Marc Victor,Blake Masters,"","","","",.617625,0,0,,.382225,0,0,,.00015,0,.617625,.382375,.0878375,2.902866,2278671,2625787,1932422,49.70005,0,0,,3.29188,47.00807,0,0,,0,6.358571,0,56.19485,53.36949,0,0,0,,0,,.8659902,0,43.322,40.53451,0,0,0,,0,,-7.109708,4969373,1.068703,2.691982,15.25249,-9.611128,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,AR-S3,6/5/22,_deluxe,Natalie James,"","","","",John Boozman,"","","",all others,.0002,0,0,,.9998,0,0,,0,0,.0002,.9998,.00005,.0045122,834463.9,983709.1,686764,28.83474,0,0,,0,66.74657,0,0,,4.418698,0,8.247686,34.90316,72.77329,0,0,0,,0,,0,1.35405,22.75837,60.60833,0,0,0,,0,,-31.52285,2180916,1.015951,-37.91183,-26.40756,-49.33595,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,AL-S3,6/5/22,_deluxe,Will Boyd,"","","","",Katie Britt,"","","",all others,.000925,0,0,,.999075,0,0,,0,0,.000925,.999075,.0003625,.0197152,1384633,1623199,1150537,32.68821,0,0,,0,63.64605,0,0,,3.665739,0,6.979102,38.36773,69.327,0,0,0,,0,,0,1.017854,26.98293,57.95147,0,0,0,,0,,-29.19992,3459287,.8313172,-30.95784,-20.18648,-41.76019,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,AK-S3,6/5/22,_deluxe,Edgar Blatchford,"","","",Sean M. Thorne,Lisa Murkowski,Kelly C. Tshibaka,"","","",.04605,0,0,,.84275,.1109,0,,.0003,0,.04605,.95395,.0053,1.535119,259993.5,301130.8,219353.5,31.84385,0,0,,4.084454,38.97974,25.09196,0,,0,7.68806,0,41.31695,46.86604,0,32.17915,0,,0,,1.206032,0,22.31099,31.39149,0,17.86911,0,,0,,-14.61795,521658,1.218487,-32.22786,-13.6836,-50.86875,,,,,,,,,,,,,,,,,,,40000,13:34:55 29 Jun 2022
2022,Senate,WI-S3,6/3/22,_deluxe,Mandela Barnes,"","","","",Ron Johnson,"","","",all others,.23665,0,0,,.76335,0,0,,0,0,.23665,.76335,.100975,3.342821,2274728,2618038,1942878,44.46159,0,0,,0,50.92897,0,0,,4.609434,0,8.543441,50.63955,56.98885,0,0,0,,0,,0,1.443257,38.31836,44.69996,0,0,0,,0,,-3.823667,4351464,1.045602,-6.467381,5.304882,-18.00728,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,WA-S3,6/3/22,_deluxe,Patty Murray,"","","","",Tiffany Smiley,"","","","",.92675,0,0,,.07325,0,0,,0,0,.92675,.07325,.0113,.3259549,2610656,3012828,2220882,56.34897,0,0,,0,43.65103,0,0,,0,0,0,61.91489,49.19549,0,0,0,,0,,0,0,50.80451,38.08511,0,0,0,,0,,14.23072,5346645,1.059068,12.69794,23.82979,1.609028,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,VT-S3,6/3/22,_deluxe,Peter Welch,"","","","",Christina Nolan,"","","",all others,.995725,0,0,,.004275,0,0,,0,0,.995725,.004275,.00045,.1321295,256472.8,297731.6,216556.3,60.2229,0,0,,0,33.93163,0,0,,5.845464,0,10.37696,66.56567,40.17919,0,0,0,,0,,0,2.06708,53.87286,27.5797,0,0,0,,0,,27.77288,503792,1.154198,26.29127,38.08337,14.6679,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,UT-S3,6/3/22,_deluxe,"","","","",Evan McMullin,Mike Lee,"","","",all others,0,0,0,,.9936,0,0,,.0064,0,0,1,0,0,920709.2,1075755,769290.4,0,0,0,,27.34862,52.88584,0,0,,19.76554,34.56567,27.73228,0,60.1056,0,0,0,,0,,19.9911,12.33017,0,45.54453,0,0,0,,0,,-26.29008,2145495,1.112615,-52.88584,-45.54453,-60.1056,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,SD-S3,6/3/22,_deluxe,Brian L. Bengs,"","","","",John R. Thune,"","","","",.000025,0,0,,.999975,0,0,,0,0,.000025,.999975,.000025,.0063995,294187.3,343935.1,244952.1,28.08343,0,0,,0,71.91656,0,0,,0,0,0,33.87841,77.68275,0,0,0,,0,,0,0,22.31725,66.1216,0,0,0,,0,,-32.01005,647453,1.026199,-43.83313,-32.24319,-55.36551,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,SC-S3,6/3/22,_deluxe,Krystle Matthews,"","","",Larry Adams,Tim Scott,"","","","",.00205,0,0,,.997925,0,0,,.000025,0,.00205,.99795,.000775,.0367002,1590238,1857086,1327045,34.46536,0,0,,2.82397,62.71067,0,0,,0,5.596538,0,40.33949,68.51828,0,0,0,,0,,.6828501,0,28.63702,56.78187,0,0,0,,0,,-18.29783,3897996,.9588062,-28.2453,-16.84534,-39.46625,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,PA-S3,6/3/22,_deluxe,John Fetterman,"","","","",Mehmet Oz,"","","",all others,.36575,0,0,,.63425,0,0,,0,0,.36575,.63425,.1453875,2.352937,4653132,5341211,3978038,46.89621,0,0,,0,49.71503,0,0,,3.388758,0,6.545964,52.31446,55.12223,0,0,0,,0,,0,.8952708,41.41776,44.28207,0,0,0,,0,,-2.976064,9742133,.9917317,-2.818817,7.528902,-13.22914,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,OR-S3,6/3/22,_deluxe,Ron Wyden,"","","","",Jo Rae Perkins,"","","",all others,.96515,0,0,,.03485,0,0,,0,0,.96515,.03485,.0054375,.2549807,1605908,1852028,1366543,55.64138,0,0,,0,38.79866,0,0,,5.559955,0,9.911949,61.78313,44.97898,0,0,0,,0,,0,1.915897,49.38827,32.52777,0,0,0,,0,,10.62213,3113975,.979912,16.84272,28.32609,5.303558,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,OK-S3,6/3/22,_deluxe,Madison Horn,"","","","",James Lankford,"","","",all others,0,0,0,,1,0,0,,0,0,0,1,0,0,1082828,1278114,893492.1,25.4468,0,0,,0,70.36596,0,0,,4.187237,0,7.850458,31.31865,76.13541,0,0,0,,0,,0,1.244318,19.60881,64.40717,0,0,0,,0,,-36.97133,2842656,.9560909,-44.91916,-33.76631,-55.92456,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
2022,Senate,OK-S2,6/3/22,_deluxe,Kendra Horn,"","","","",Markwayne Mullin,"","","",all others,.00045,0,0,,.99955,0,0,,0,0,.00045,.99955,.00015,.010742,1051560,1244053,866668.1,31.22181,0,0,,0,64.59095,0,0,,4.187237,0,7.844736,37.14406,70.49484,0,0,0,,0,,0,1.251446,25.20777,58.61563,0,0,0,,0,,-36.97133,2842656,.9560909,-33.36914,-22.0695,-44.60578,,,,,,,,,,,,,,,,,,,40000,13:08:55 29 Jun 2022
